Local time in Urumqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 02:00,-12.5,685.2,772.5,0.2,84,Wind blowing from the east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.8,,,2500 or more  or no clouds.,,,0.9,-14.6,No precipitation,12,,,,
04.02.2020 23:00,-7.1,685.0,772.0,,72,Wind blowing from the north-east,1,,,,Mist. ,,,-14.3,-2.8,,,,,,2.0,-11.3,No precipitation,6,,,,
04.02.2020 20:00,-8.7,685.0,773.2,0.3,76,Wind blowing from the south,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.8,,,,,,1.6,-12.2,No precipitation,12,,,,
04.02.2020 17:00,-4.7,684.7,772.0,,59,Wind blowing from the east-northeast,2,,,no clouds, ,,,-14.3,-2.8,,,,,,2.5,-11.5,No precipitation,6,,,,
04.02.2020 14:00,-4.8,684.9,772.3,-0.1,57,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-4.7,,,,,,3.0,-12.2,No precipitation,12,,,,
04.02.2020 11:00,-9.2,685.0,772.9,,77,Wind blowing from the north-east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-5.1,,,,,,3.9,-12.6,No precipitation,6,,,,
04.02.2020 08:00,-14.0,684.7,773.1,0.3,84,Wind blowing from the east,0,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-5.1,,,2500 or more  or no clouds.,,,1.8,-16.1,No precipitation,12,,,,
04.02.2020 05:00,-13.2,684.4,772.0,,79,Wind blowing from the north-east,1,,,,Mist. ,,,-13.7,-5.1,,,,,,2.7,-16.1,No precipitation,6,,,,
04.02.2020 02:00,-13.1,684.2,771.6,0.3,81,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.1,,,2500 or more  or no clouds.,,,3.1,-15.7,No precipitation,12,,,,
03.02.2020 23:00,-11.8,683.9,771.8,,77,Wind blowing from the east,0,,,,Mist. ,,,-14.5,-5.1,,,,,,3.9,-15.0,No precipitation,6,,,,
03.02.2020 20:00,-9.6,683.7,771.7,-0.1,69,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.1,,,,,,3.6,-14.2,No precipitation,12,,,,
03.02.2020 17:00,-6.3,683.8,771.2,,57,Wind blowing from the east,3,,,no clouds, ,,,-14.5,-5.1,,,,,,6.0,-13.6,No precipitation,6,,,,
03.02.2020 14:00,-5.3,684.1,771.7,-0.3,56,Wind blowing from the east-northeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-5.1,,,,,,7.0,-12.7,No precipitation,12,,,,
03.02.2020 11:00,-10.0,684.4,772.3,,72,Wind blowing from the south,2,,,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-8.9,,,2500 or more  or no clouds.,,,5.0,-14.1,No precipitation,6,,,,
03.02.2020 08:00,-12.6,684.1,772.6,-0.3,77,Wind blowing from the south,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-8.9,,,,,,4.3,-15.8,No precipitation,12,,,,
03.02.2020 05:00,-13.0,684.4,772.6,,80,Wind blowing from the south,2,,,,Mist. ,,,-16.4,-8.9,,,,,,2.2,-15.7,No precipitation,6,,,,
03.02.2020 02:00,-14.3,684.7,773.3,-0.1,83,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-8.9,,,2500 or more  or no clouds.,,,1.9,-16.6,No precipitation,12,,,,
02.02.2020 23:00,-11.2,684.8,773.8,,76,Wind blowing from the south-west,1,,,,Mist. ,,,-16.4,-8.9,,,,,,2.5,-14.6,No precipitation,6,,,,
02.02.2020 20:00,-12.5,685.0,774.2,-0.2,79,Wind blowing from the east-northeast,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-8.9,,,,,,2.1,-15.4,No precipitation,12,,,,
02.02.2020 17:00,-10.0,685.2,773.8,,71,Wind blowing from the east-northeast,2,,,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-8.9,,,2500 or more  or no clouds.,,,2.3,-14.4,No precipitation,6,,,,
02.02.2020 14:00,-10.5,685.4,774.4,-0.8,83,Wind blowing from the north,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,-10.4,,,2500 or more  or no clouds.,,,2.2,-12.8,No precipitation,12,,,,
02.02.2020 11:00,-16.1,686.2,776.2,,83,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.4,,,,2500 or more  or no clouds.,,,1.2,-18.3,No precipitation,6,,,,
02.02.2020 08:00,-15.5,685.8,775.3,-0.7,84,Wind blowing from the north-east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,,,,2500 or more  or no clouds.,,,0.8,-17.6,No precipitation,12,,,,
02.02.2020 05:00,-15.0,686.5,775.7,,87,Wind blowing from the north,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-16.1,-10.3,,,,,,0.2,-16.7,No precipitation,6,,,,
02.02.2020 02:00,-15.9,687.1,776.3,-0.9,85,Wind blowing from the east,1,,,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.0,-10.3,,,2500 or more  or no clouds.,,,0.8,-17.8,No precipitation,12,,,,
01.02.2020 23:00,-15.6,688.0,777.7,,84,Wind blowing from the east,1,,,,Mist. ,,,-15.6,-10.3,,,,,,1.4,-17.7,No precipitation,6,,,,
01.02.2020 20:00,-14.3,688.3,777.7,0.2,83,Wind blowing from the north-east,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-10.3,,,,,,1.5,-16.6,No precipitation,12,,,,
01.02.2020 17:00,-12.0,688.1,777.2,,79,Wind blowing from the north-east,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-9.3,,,2500 or more  or no clouds.,,,1.2,-14.9,No precipitation,6,,,,
01.02.2020 14:00,-10.9,688.6,777.4,-0.5,84,Wind blowing from the east-northeast,3,,,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,,,,2500 or more  or no clouds.,,,2.0,-13.1,No precipitation,12,,,,
01.02.2020 11:00,-12.9,689.1,778.0,,87,Wind blowing from the south-west,1,,,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,,,,2500 or more  or no clouds.,,,1.0,-14.7,No precipitation,6,,,,
01.02.2020 08:00,-12.7,688.7,777.6,0.0,87,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-6.3,,,2500 or more  or no clouds.,,,0.9,-14.5,No precipitation,12,,,,
01.02.2020 05:00,-13.3,688.7,777.4,,87,Wind blowing from the east,1,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-13.7,-6.3,,,,,,0.2,-15.0,No precipitation,6,,,,
01.02.2020 02:00,-13.2,688.9,777.2,0.0,89,Wind blowing from the east,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-6.3,,,2500 or more  or no clouds.,,,less than 0.1,-14.6,No precipitation,12,,,,
31.01.2020 23:00,-11.1,688.9,777.6,,87,Wind blowing from the south-west,1,,,,Mist. ,,,-13.2,-6.3,,,,,,1.8,-12.8,No precipitation,6,,,,
31.01.2020 20:00,-10.9,688.6,777.5,0.3,87,Wind blowing from the east,1,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-6.3,,,2500 or more  or no clouds.,,,1.4,-12.6,Trace of precipitation,12,,,,
31.01.2020 17:00,-9.3,688.3,776.8,,77,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,-6.3,,,2500 or more  or no clouds.,,,2.5,-12.6,No precipitation,6,,,,
31.01.2020 14:00,-7.4,688.4,776.3,-0.2,65,Wind blowing from the south-southeast,1,,4,40%.,Mist. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-13.2,-7.4,,,2500 or more  or no clouds.,,,3.9,-13.0,Trace of precipitation,12,,,,
31.01.2020 11:00,-11.8,688.6,777.4,,87,Wind blowing from the east-southeast,1,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-13.2,,,,1500-2000,,,1.7,-13.5,No precipitation,6,,,,
31.01.2020 08:00,-13.0,688.0,777.0,0.0,89,Wind blowing from the east,2,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,,,,1500-2000,,,0.3,-14.4,Trace of precipitation,12,,,,
31.01.2020 05:00,-12.8,688.0,776.5,,88,Wind blowing from the east-northeast,2,,,,Mist. ,,,-14.6,-5.0,,,,,,1.2,-14.4,No precipitation,6,,,,
31.01.2020 02:00,-11.3,688.4,776.4,-0.6,85,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.0,,,2500 or more  or no clouds.,,,1.3,-13.3,No precipitation,12,,,,
30.01.2020 23:00,-11.1,689.0,777.4,,84,Wind blowing from the east,1,,,,Mist. ,,,-14.6,-5.0,,,,,,1.5,-13.3,No precipitation,6,,,,
30.01.2020 20:00,-11.5,689.1,778.3,0.0,84,Wind blowing from the east,2,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-5.0,,,2500 or more  or no clouds.,,,1.3,-13.7,No precipitation,12,,,,
30.01.2020 17:00,-9.2,689.1,777.3,,80,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-3.6,,,2500 or more  or no clouds.,,,1.3,-12.0,No precipitation,6,,,,
30.01.2020 14:00,-7.7,689.4,777.1,-0.5,72,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.8,,,2500 or more  or no clouds.,,,2.0,-11.9,No precipitation,12,,,,
30.01.2020 11:00,-10.0,689.9,778.1,,77,Wind blowing from the south,2,,,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.6,-0.8,,,2500 or more  or no clouds.,,,4.8,-13.3,No precipitation,6,,,,
30.01.2020 08:00,-13.6,689.8,778.5,0.0,84,Wind blowing from the east-northeast,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.8,,,,,,1.4,-15.7,No precipitation,12,,,,
30.01.2020 05:00,-10.4,689.8,777.1,,80,Wind blowing from the north-northeast,0,,,,Mist. ,,,-13.9,-0.8,,,,,,4.1,-13.3,No precipitation,6,,,,
30.01.2020 02:00,-8.8,690.1,777.2,-0.5,80,Wind blowing from the south-southwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.8,,,2500 or more  or no clouds.,,,3.2,-11.6,No precipitation,12,,,,
29.01.2020 23:00,-9.3,690.6,778.9,,87,Wind blowing from the south-east,1,,,,Mist. ,,,-13.9,-0.8,,,,,,2.6,-11.1,No precipitation,6,,,,
29.01.2020 20:00,-8.5,690.3,778.0,0.9,83,Wind blowing from the east-northeast,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.8,,,2500 or more  or no clouds.,,,2.2,-10.9,Trace of precipitation,12,,,,
29.01.2020 17:00,-3.5,689.4,775.9,,65,Wind blowing from the north-east,2,,,20–30%., ,,,-13.9,-0.8,,,2500 or more  or no clouds.,,,3.9,-9.3,No precipitation,6,,,,
29.01.2020 14:00,-4.1,689.6,776.1,0.0,62,Wind blowing from the south-southwest,2,,7,20–30%.,Mist. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-13.9,0.3,,,2500 or more  or no clouds.,,,5.0,-10.3,Trace of precipitation,12,,,,
29.01.2020 11:00,-10.0,689.6,777.1,,88,Wind blowing from the east,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-13.9,0.3,,,1500-2000,,,1.4,-11.6,No precipitation,6,,,,
29.01.2020 08:00,-7.4,687.1,773.6,0.0,67,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.3,,,,,,19.0,-12.5,No precipitation,12,,,,
29.01.2020 05:00,-6.4,687.1,773.0,,62,Wind blowing from the south-southwest,3,,,, ,,,-12.6,0.3,,,,,,20.0,-12.5,No precipitation,6,,,,
29.01.2020 02:00,-5.4,686.8,772.3,-0.6,62,Wind blowing from the south-southwest,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.3,,,2500 or more  or no clouds.,,,19.0,-11.7,No precipitation,12,,,,
28.01.2020 23:00,-5.3,687.4,774.7,,67,Wind blowing from the south-southwest,3,,,, ,,,-12.6,0.3,,,,,,19.0,-10.5,No precipitation,6,,,,
28.01.2020 20:00,-3.7,687.3,774.6,-0.4,63,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,0.3,,,,,,12.0,-9.7,No precipitation,12,,,,
28.01.2020 17:00,-1.3,687.7,774.5,,57,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,-12.6,0.3,,,2500 or more  or no clouds.,,,15.0,-8.9,No precipitation,6,,,,
28.01.2020 14:00,-0.5,688.1,774.6,-0.2,48,Wind blowing from the west-southwest,1,,7,40%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-0.3,,,2500 or more  or no clouds.,,,14.0,-10.4,No precipitation,12,,,,
28.01.2020 11:00,-10.4,688.3,776.3,,84,Wind blowing from the south,3,,,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,,,,2500 or more  or no clouds.,,,1.9,-12.6,No precipitation,6,,,,
28.01.2020 08:00,-12.1,686.2,774.1,2.0,87,Wind blowing from the north-east,2,,,90  or more  but not 100%,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.1,,,1500-2000,,,0.6,-13.8,No precipitation,12,,,,
28.01.2020 05:00,-11.9,684.2,771.2,,86,Wind blowing from the north-northeast,0,,,,Mist. ,,,-11.9,-1.1,,,,,,1.1,-13.8,No precipitation,6,,,,
28.01.2020 02:00,-10.1,683.6,769.7,0.1,82,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-1.1,,,2500 or more  or no clouds.,,,2.2,-12.6,No precipitation,12,,,,
27.01.2020 23:00,-9.1,683.5,770.6,,80,Calm  no wind,0,,,,Mist. ,,,-12.0,-1.1,,,,,,3.1,-11.9,No precipitation,6,,,,
27.01.2020 20:00,-8.0,683.8,771.1,0.0,72,Wind blowing from the east,1,,,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-1.1,,,,,,5.0,-12.2,No precipitation,12,,,,
27.01.2020 17:00,-4.4,683.8,770.5,,61,Wind blowing from the east-northeast,2,,,no clouds, ,,,-12.0,-1.1,,,,,,4.8,-10.8,No precipitation,6,,,,
27.01.2020 14:00,-1.6,684.2,770.7,-0.7,50,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-1.1,,,,,,18.0,-10.7,No precipitation,12,,,,
27.01.2020 11:00,-8.9,684.9,772.5,,69,Wind blowing from the south-west,3,,,no clouds, ,,,-12.0,,,,,,,11.0,-13.7,No precipitation,6,,,,
27.01.2020 08:00,-10.3,684.5,772.0,-0.9,75,Wind blowing from the south-southwest,2,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,,,,,,,5.0,-13.9,No precipitation,12,,,,
27.01.2020 05:00,-10.1,685.4,772.2,,78,Wind blowing from the south-southwest,2,,,,Mist. ,,,-12.0,-2.0,,,,,,2.9,-13.2,No precipitation,6,,,,
27.01.2020 02:00,-11.8,686.2,773.6,0.3,86,Wind blowing from the east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-2.0,,,2500 or more  or no clouds.,,,1.6,-13.7,No precipitation,12,,,,
