Local time in Lanzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.02.2020 08:00,-8.8,607.1,769.3,0.5,69,Wind blowing from the north,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,,,,600-1000,,,6.0,-13.5,No precipitation,12,,,,
05.02.2020 05:00,-10.3,606.6,765.6,,72,Wind blowing from the west,1,,4,,Haze. ,,,-13.3,5.8,,,,,,0.9,-14.5,No precipitation,6,,,,
05.02.2020 02:00,-8.7,607.6,766.8,-0.6,75,Wind blowing from the west-northwest,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.8,,,2500 or more  or no clouds.,,,3.4,-12.4,No precipitation,12,,,,
04.02.2020 23:00,-6.0,608.2,768.4,,65,Wind blowing from the south-west,1,,4,,Haze. ,,,-13.3,5.8,,,,,,3.6,-11.6,No precipitation,6,,,,
04.02.2020 20:00,-5.4,607.9,771.3,1.0,47,Wind blowing from the south-west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.8,,,,,,1.3,-15.1,No precipitation,12,,,,
04.02.2020 17:00,5.6,606.9,765.7,,18,Wind blowing from the south,1,,4,no clouds, ,,,-13.3,5.8,,,,,,20.0,-16.8,No precipitation,6,,,,
04.02.2020 14:00,3.9,607.9,767.5,-1.8,21,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,6.2,,,,,,18.0,-16.4,No precipitation,12,,,,
04.02.2020 11:00,-1.0,609.7,770.6,,31,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,11.0,-16.3,,,,,,
04.02.2020 08:00,-11.5,609.0,771.6,0.9,61,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,6.2,,,,,,5.0,-17.6,No precipitation,12,,,,
04.02.2020 05:00,-9.7,608.1,767.2,,49,Wind blowing from the west,1,,,, ,,,,,,,,,,9.0,-18.6,,,,,,
04.02.2020 02:00,-9.7,607.9,767.0,0.0,45,Wind blowing from the west-southwest,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,6.2,,,2500 or more  or no clouds.,,,10.0,-19.5,No precipitation,12,,,,
03.02.2020 23:00,-7.1,607.9,768.7,,37,Wind blowing from the south-west,3,,5,,Haze. ,,,-14.8,6.2,,,,,,3.7,-19.3,No precipitation,6,,,,
03.02.2020 20:00,-2.3,607.1,770.3,0.7,27,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,6.2,,,,,,8.0,-18.7,No precipitation,12,,,,
03.02.2020 17:00,5.8,606.4,766.2,,15,Wind blowing from the north-east,2,,5,no clouds, ,,,-14.8,6.2,,,,,,22.0,-18.8,No precipitation,6,,,,
03.02.2020 14:00,5.4,607.3,766.8,-2.2,18,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.8,5.4,,,,,,23.0,-17.0,No precipitation,12,,,,
03.02.2020 11:00,-1.8,609.5,771.4,,43,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-14.8,1.8,,,,,,12.0,-12.9,No precipitation,6,,,,
03.02.2020 08:00,-14.7,609.9,775.4,0.1,86,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,1.8,,,,,,6.0,-16.6,No precipitation,12,,,,
03.02.2020 05:00,-13.2,609.8,772.0,,80,Wind blowing from the west,1,,4,,Haze. ,,,-13.2,1.8,,,,,,6.0,-16.0,No precipitation,6,,,,
03.02.2020 02:00,-10.9,610.6,772.8,-0.9,65,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,1.8,,,2500 or more  or no clouds.,,,6.0,-16.3,No precipitation,12,,,,
02.02.2020 23:00,-9.5,611.5,774.2,,67,Wind blowing from the west,1,,5,,Haze. ,,,-11.2,1.8,,,,,,3.4,-14.6,No precipitation,6,,,,
02.02.2020 20:00,-6.8,611.7,776.4,1.1,51,Wind blowing from the south,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.8,,,2500 or more  or no clouds.,,,7.0,-15.4,No precipitation,12,,,,
02.02.2020 17:00,1.2,610.6,771.2,,29,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%, ,,,-11.2,1.8,,,,,,30.0,-15.2,No precipitation,6,,,,
02.02.2020 14:00,-0.2,611.7,772.7,-2.0,32,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,0.4,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
02.02.2020 11:00,-2.8,613.7,775.6,,53,Wind blowing from the north-east,1,,,90  or more  but not 100%, ,,,,,,,,,,10.0,-11.2,,,,,,
02.02.2020 08:00,-10.9,613.2,776.7,0.8,72,Wind blowing from the east,0,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,0.0,,,2500 or more  or no clouds.,,,7.0,-15.0,No precipitation,12,,,,
02.02.2020 05:00,-7.6,612.4,774.0,,63,Wind blowing from the west,2,,,, ,,,,,,,,,,19.0,-13.5,,,,,,
02.02.2020 02:00,-6.6,612.4,773.8,0.0,64,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,0.0,,,2500 or more  or no clouds.,,,12.0,-12.4,No precipitation,12,,,,
01.02.2020 23:00,-5.3,612.4,774.3,,51,Wind blowing from the west,2,,,, ,,,,,,,,,,15.0,-14.0,,,,,,
01.02.2020 20:00,-2.2,610.6,771.1,2.0,66,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,0.0,,,2500 or more  or no clouds.,,,5.0,-7.8,0.2,12,,,,
01.02.2020 17:00,-0.2,608.6,767.5,,57,Wind blowing from the west-northwest,2,,5,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,2.5,,,1500-2000,,,14.0,-7.8,0.1,6,,,,
01.02.2020 14:00,-1.2,608.2,767.0,-1.0,66,Wind blowing from the west-northwest,3,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,,,,2500 or more  or no clouds.,,,8.0,-6.8,0.2,12,,,,
01.02.2020 11:00,-3.4,609.2,768.9,,87,Wind blowing from the north-west,3,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-3.9,,,,2500 or more  or no clouds.,,,4.2,-5.3,0.1,6,,,,
01.02.2020 08:00,-3.8,608.5,767.8,0.8,93,Wind blowing from the north-northwest,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.6,,,2500 or more  or no clouds.,,,5.0,-4.8,Trace of precipitation,12,,,,
01.02.2020 05:00,-2.8,607.7,765.6,,94,Wind blowing from the north,2,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,,3.6,,,,,,5.0,-3.7,No precipitation,6,,,,
01.02.2020 02:00,-1.6,607.7,764.9,-0.2,73,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.6,,,2500 or more  or no clouds.,,,12.0,-5.9,No precipitation,12,,,,
31.01.2020 23:00,-1.4,607.9,766.7,,72,Wind blowing from the south-southeast,2,,,, ,,,,,,,,,,13.0,-5.9,,,,,,
31.01.2020 20:00,-0.1,607.6,769.0,1.6,46,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,3.6,,,2500 or more  or no clouds.,,,5.0,-10.5,No precipitation,12,,,,
31.01.2020 17:00,2.5,606.0,766.0,,37,Wind blowing from the north-west,2,,4,90  or more  but not 100%, ,,,-12.0,4.4,,,,,,13.0,-11.0,No precipitation,6,,,,
31.01.2020 14:00,3.4,606.5,765.9,-2.3,34,Wind blowing from the west-southwest,1,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,5.0,,,2500 or more  or no clouds.,,,12.0,-11.3,No precipitation,12,,,,
31.01.2020 11:00,-1.7,608.8,769.2,,46,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,,,,8.0,-12.0,,,,,,
31.01.2020 08:00,-11.4,608.4,771.1,0.8,86,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,5.0,,,,,,6.0,-13.3,No precipitation,12,,,,
31.01.2020 05:00,-11.0,607.6,767.4,,81,Wind blowing from the south-southwest,1,,3,,Haze. ,,,-13.7,5.0,,,,,,6.0,-13.7,No precipitation,6,,,,
31.01.2020 02:00,-9.4,608.2,768.1,-0.1,72,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,5.0,,,2500 or more  or no clouds.,,,9.0,-13.6,No precipitation,12,,,,
30.01.2020 23:00,-5.8,608.3,768.7,,56,Wind blowing from the west-southwest,2,,4,,Haze. ,,,-13.7,5.0,,,,,,4.8,-13.3,No precipitation,6,,,,
30.01.2020 20:00,-3.0,608.0,771.3,1.2,42,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,5.0,,,,,,4.5,-14.3,No precipitation,12,,,,
30.01.2020 17:00,4.4,606.8,766.6,,22,Wind blowing from the north-west,2,,4,no clouds, ,,,-13.7,5.0,,,,,,14.0,-15.4,No precipitation,6,,,,
30.01.2020 14:00,2.8,607.9,767.8,-2.2,26,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,5.0,,,,,,10.0,-14.8,No precipitation,12,,,,
30.01.2020 11:00,-2.0,610.1,772.0,,40,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,10.0,-14.0,,,,,,
30.01.2020 08:00,-13.5,609.9,774.4,0.2,82,Wind blowing from the west-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,5.0,,,,,,2.2,-16.0,No precipitation,12,,,,
30.01.2020 05:00,-11.2,609.7,770.2,,71,Wind blowing from the west-northwest,1,,4,,Haze. ,,,-14.3,5.0,,,,,,3.8,-15.5,No precipitation,6,,,,
30.01.2020 02:00,-9.2,610.3,770.8,-1.0,60,Wind blowing from the north-west,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,5.0,,,2500 or more  or no clouds.,,,3.3,-15.7,No precipitation,12,,,,
29.01.2020 23:00,-8.9,611.3,773.8,,58,Wind blowing from the south,1,,,, ,,,,,,,,,,7.0,-15.8,,,,,,
29.01.2020 20:00,-5.1,611.0,775.9,0.7,55,Wind blowing from the west-southwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,5.0,,,2500 or more  or no clouds.,,,3.9,-12.9,No precipitation,12,,,,
29.01.2020 17:00,4.1,610.3,771.3,,29,Wind blowing from the west-southwest,2,,5,20–30%., ,,,-14.3,5.0,,,600-1000,,,11.0,-12.7,No precipitation,6,,,,
29.01.2020 14:00,3.0,610.7,771.9,-1.9,33,Wind blowing from the north,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,3.0,,,600-1000,,,10.0,-12.0,No precipitation,12,,,,
29.01.2020 11:00,-2.9,612.6,775.0,,55,Wind blowing from the east-northeast,1,,,no clouds, ,,,,,,,,,,6.0,-10.8,,,,,,
29.01.2020 08:00,-13.9,611.8,777.5,0.5,91,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,2.5,,,,,,1.5,-15.0,No precipitation,12,,,,
29.01.2020 05:00,-11.9,611.3,773.3,,87,Wind blowing from the west-northwest,1,,4,,Mist. ,,,-13.3,2.5,,,,,,5.0,-13.7,No precipitation,6,,,,
29.01.2020 02:00,-11.1,611.5,773.6,-0.1,89,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,2.5,,,2500 or more  or no clouds.,,,2.4,-12.6,No precipitation,12,,,,
28.01.2020 23:00,-7.6,611.6,774.1,,74,Wind blowing from the east,1,,4,,Haze. ,,,-13.3,2.5,,,,,,3.2,-11.5,No precipitation,6,,,,
28.01.2020 20:00,-6.9,610.6,775.6,1.9,70,Wind blowing from the south-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,2.5,,,,,,3.1,-11.5,No precipitation,12,,,,
28.01.2020 17:00,1.8,608.7,770.0,,40,Wind blowing from the south-southwest,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,9.0,-10.6,,,,,,
28.01.2020 14:00,1.0,608.6,769.6,-1.1,49,Wind blowing from the north,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.7,,,,,,6.0,-8.7,No precipitation,12,,,,
28.01.2020 11:00,-3.9,609.7,772.5,,66,Wind blowing from the east,1,,2,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,1.7,,,,,,4.4,-9.4,No precipitation,6,,,,
28.01.2020 08:00,-12.6,608.7,773.1,0.6,92,Wind blowing from the south-southwest,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,1.7,,,2500 or more  or no clouds.,,,2.4,-13.7,No precipitation,12,,,,
28.01.2020 05:00,-12.0,608.1,769.5,,88,Wind blowing from the south-southwest,1,,3,,Mist. ,,,-14.0,1.7,,,,,,5.0,-13.6,No precipitation,6,,,,
28.01.2020 02:00,-10.4,608.3,769.7,-0.2,83,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,1.7,,,2500 or more  or no clouds.,,,3.8,-12.8,No precipitation,12,,,,
27.01.2020 23:00,-9.9,608.5,771.6,,84,Wind blowing from the west-southwest,1,,3,,Mist. ,,,-14.0,1.7,,,,,,2.6,-12.1,No precipitation,6,,,,
27.01.2020 20:00,-6.7,607.9,772.3,1.2,68,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,1.7,,,,,,3.2,-11.7,No precipitation,12,,,,
27.01.2020 17:00,1.1,606.7,768.1,,43,Wind blowing from the west-northwest,1,,3,no clouds, ,,,-14.0,1.7,,,,,,8.0,-10.3,No precipitation,6,,,,
27.01.2020 14:00,-0.4,607.1,768.6,-1.5,55,Wind blowing from the north-northeast,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.3,,,,,,6.0,-8.5,No precipitation,12,,,,
27.01.2020 11:00,-5.6,608.6,771.6,,82,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,4.9,-8.2,,,,,,
27.01.2020 08:00,-13.4,607.6,771.2,0.3,94,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.5,,,2500 or more  or no clouds.,,,3.5,-14.2,No precipitation,12,,,,
27.01.2020 05:00,-13.3,607.3,769.8,,92,Wind blowing from the south-southeast,1,,4,,Mist. ,,,-13.4,-1.5,,,,,,2.8,-14.4,No precipitation,6,,,,
27.01.2020 02:00,-11.6,607.8,770.3,-0.2,92,Wind blowing from the south-southwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-1.5,,,2500 or more  or no clouds.,,,3.0,-12.7,No precipitation,12,,,,
26.01.2020 23:00,-9.5,608.0,770.8,,89,Wind blowing from the west-northwest,1,,4,,Mist. ,,,-11.9,-1.5,,,,,,3.7,-11.0,No precipitation,6,,,,
