Local time in Ganzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.01.2020 08:00,8.7,755.2,768.0,0.3,92,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.7,11.7,,,1500-2000,,,11.0,7.5,4.0,12,,,,
25.01.2020 05:00,9.2,754.9,767.5,,92,Wind blowing from the north-west,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,9.2,11.7,,,,,,9.0,8.0,3.0,6,,,,
25.01.2020 02:00,9.7,754.9,767.5,-0.3,89,Wind blowing from the north-northeast,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,11.8,,,2500 or more  or no clouds.,,,20.0,8.0,3.0,12,,,,
24.01.2020 23:00,10.2,755.2,767.8,,90,Wind blowing from the north-west,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.2,12.4,,,,,,11.0,8.6,0.2,6,,,,
24.01.2020 20:00,10.8,754.7,767.4,1.0,86,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,1500-2000,,,15.0,8.6,0.1,12,,,,
24.01.2020 17:00,11.4,753.7,766.3,,84,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,17.0,8.8,,,,,,
24.01.2020 14:00,11.3,754.3,766.9,-1.8,86,Wind blowing from the east-northeast,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,2500 or more  or no clouds.,,,16.0,9.0,0.5,12,,,,
24.01.2020 11:00,10.9,756.1,768.7,,84,Wind blowing from the north-northwest,3,,6,, ,,,10.4,,,,,,,19.0,8.3,0.5,6,,,,
24.01.2020 08:00,10.7,755.4,768.0,2.2,86,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,,,,2500 or more  or no clouds.,,,17.0,8.5,0.4,12,,,,
24.01.2020 05:00,11.0,753.2,765.7,,85,Wind blowing from the north-west,1,,,, ,,,,,,,,,,8.0,8.6,,,,,,
24.01.2020 02:00,11.8,753.4,765.8,,80,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,21.0,,,2500 or more  or no clouds.,,,10.0,8.5,No precipitation,12,,,,
23.01.2020 20:00,14.3,751.6,764.1,2.0,77,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,21.0,,,2500 or more  or no clouds.,,,12.0,10.3,No precipitation,12,,,,
23.01.2020 17:00,18.3,749.6,761.9,,65,Wind blowing from the north-west,2,,,, ,,,,,,,,,,12.0,11.6,,,,,,
23.01.2020 14:00,20.2,750.0,762.2,-2.4,61,Wind blowing from the west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,25.7,,,2500 or more  or no clouds.,,,9.0,12.4,No precipitation,12,,,,
23.01.2020 11:00,16.5,752.4,764.8,,72,Wind blowing from the north-west,1,,3,100%., ,,,13.6,,,,1500-2000,,,8.0,11.4,No precipitation,6,,,,
23.01.2020 08:00,13.8,751.5,763.8,1.1,85,Wind blowing from the south,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.6,25.7,,,1500-2000,,,8.0,11.3,No precipitation,12,,,,
23.01.2020 05:00,14.9,750.4,762.7,,82,Wind blowing from the west-northwest,1,,,, ,,,,,,,,,,9.0,11.9,,,,,,
23.01.2020 02:00,16.8,751.0,763.2,,84,Wind blowing from the east,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,25.7,,,2500 or more  or no clouds.,,,13.0,14.1,No precipitation,12,,,,
22.01.2020 23:00,18.0,751.1,763.3,,79,Calm  no wind,0,,,, ,,,12.3,25.7,,,,,,12.0,14.3,No precipitation,6,,,,
22.01.2020 20:00,20.5,750.6,762.9,1.0,70,Wind blowing from the west-southwest,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,25.7,,,2000-2500,,,9.0,14.8,No precipitation,12,,,,
22.01.2020 17:00,24.6,749.6,761.8,,53,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,15.0,14.4,,,,,,
22.01.2020 14:00,25.4,749.8,762.1,,51,Wind blowing from the south-west,6,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,25.4,,,1000-1500,,,15.0,14.5,No precipitation,12,,,,
22.01.2020 11:00,20.7,752.9,765.3,,61,Wind blowing from the south-west,4,,8,70 – 80%., ,,,12.3,21.1,,,1000-1500,,,14.0,12.9,No precipitation,6,,,,
22.01.2020 08:00,13.8,752.0,764.5,0.1,85,Wind blowing from the north-east,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,,,,2000-2500,,,11.0,11.3,No precipitation,12,,,,
22.01.2020 05:00,12.6,751.9,764.3,,87,Wind blowing from the north-east,1,,,, ,,,,,,,,,,10.0,10.5,,,,,,
22.01.2020 02:00,12.7,753.0,765.4,,86,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.4,,,2500 or more  or no clouds.,,,10.0,10.4,No precipitation,12,,,,
21.01.2020 23:00,13.5,753.4,766.0,,84,Wind blowing from the south-west,1,,6,, ,,,10.4,19.4,,,,,,10.0,10.9,No precipitation,6,,,,
21.01.2020 20:00,15.2,753.0,765.5,0.5,75,Wind blowing from the north-northeast,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,19.4,,,2500 or more  or no clouds.,,,9.0,10.8,No precipitation,12,,,,
21.01.2020 17:00,18.7,752.5,764.9,,59,Wind blowing from the south-west,2,,,, ,,,,,,,,,,14.0,10.5,,,,,,
21.01.2020 14:00,16.4,753.3,765.8,,58,Wind blowing from the north-west,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,16.4,,,2500 or more  or no clouds.,,,11.0,8.1,No precipitation,12,,,,
21.01.2020 11:00,13.1,756.0,768.6,,65,Wind blowing from the south-southeast,1,,2,100%., ,,,10.3,13.7,,,1500-2000,,,12.0,6.7,No precipitation,6,,,,
21.01.2020 08:00,10.6,755.4,768.1,0.7,77,Wind blowing from the west-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.7,,,1500-2000,,,13.0,6.7,No precipitation,12,,,,
21.01.2020 05:00,10.7,754.7,767.3,,76,Wind blowing from the west,1,,,, ,,,,,,,,,,13.0,6.6,,,,,,
21.01.2020 02:00,11.2,755.4,768.0,-0.6,73,Wind blowing from the north-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,13.7,,,2500 or more  or no clouds.,,,14.0,6.5,No precipitation,12,,,,
20.01.2020 23:00,11.9,756.0,768.7,,69,Calm  no wind,0,,,, ,,,7.5,13.7,,,,,,15.0,6.4,No precipitation,6,,,,
20.01.2020 20:00,12.4,755.7,768.4,,66,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,13.7,,,1500-2000,,,14.0,6.2,No precipitation,12,,,,
20.01.2020 17:00,13.4,754.6,767.2,,56,Wind blowing from the west,1,,,100%., ,,,,,,,1500-2000,,,14.0,4.6,,,,,,
20.01.2020 14:00,13.3,755.0,767.7,-2.3,53,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,13.4,,,1500-2000,,,13.0,3.9,No precipitation,12,,,,
20.01.2020 11:00,10.4,757.3,770.0,,59,Wind blowing from the north-east,2,,4,, ,,,7.5,10.5,,,,,,13.0,2.7,No precipitation,6,,,,
20.01.2020 08:00,7.7,756.8,769.6,0.9,77,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,9.4,,,1500-2000,,,12.0,3.9,No precipitation,12,,,,
20.01.2020 05:00,7.7,755.9,768.7,,78,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,12.0,4.1,,,,,,
20.01.2020 02:00,7.8,756.5,769.3,-0.6,76,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,9.4,,,2500 or more  or no clouds.,,,12.0,3.8,No precipitation,12,,,,
19.01.2020 23:00,8.2,757.1,769.9,,73,Wind blowing from the east,2,,,, ,,,,9.4,,,,,,13.0,3.5,No precipitation,6,,,,
19.01.2020 20:00,8.8,756.9,769.7,1.1,73,Wind blowing from the north-east,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,9.4,,,1500-2000,,,12.0,4.2,No precipitation,12,,,,
19.01.2020 17:00,9.0,755.8,768.6,,71,Wind blowing from the east,2,,,, ,,,,,,,,,,13.0,4.0,,,,,,
19.01.2020 14:00,9.2,755.8,768.7,-2.1,71,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,9.2,,,1500-2000,,,13.0,4.2,No precipitation,12,,,,
19.01.2020 11:00,8.4,757.9,770.8,,76,Wind blowing from the west-northwest,1,,4,, ,,,5.8,8.4,,,,,,11.0,4.4,No precipitation,6,,,,
19.01.2020 08:00,6.1,757.4,770.3,1.0,86,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,7.9,,,2500 or more  or no clouds.,,,11.0,3.9,1.0,12,,,,
19.01.2020 05:00,6.0,756.4,769.3,,88,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,11.0,4.2,,,,,,
19.01.2020 02:00,5.8,756.7,769.6,0.6,90,Wind blowing from the west,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.9,,,2500 or more  or no clouds.,,,7.0,4.3,1.0,12,,,,
18.01.2020 23:00,6.2,756.1,769.0,,87,Wind blowing from the north-west,1,,3,,Rain (not freezing) not falling as shower(s). ,,,5.4,7.9,,,,,,8.0,4.2,No precipitation,6,,,,
18.01.2020 20:00,6.9,754.9,767.8,0.9,81,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.9,,,1500-2000,,,13.0,3.9,Trace of precipitation,12,,,,
18.01.2020 17:00,7.6,754.0,766.8,,76,Wind blowing from the north,1,,3,no clouds,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.9,,,,,,11.0,3.6,No precipitation,6,,,,
18.01.2020 14:00,7.7,754.6,767.4,-1.8,73,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.7,,,1500-2000,,,12.0,3.2,No precipitation,12,,,,
18.01.2020 11:00,7.1,756.4,769.3,,72,Wind blowing from the west-northwest,1,,3,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.1,,,,,,13.0,2.4,No precipitation,6,,,,
18.01.2020 08:00,5.7,756.2,769.1,0.8,81,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,6.8,,,1500-2000,,,12.0,2.7,No precipitation,12,,,,
18.01.2020 05:00,5.5,755.4,768.3,,80,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,13.0,2.3,,,,,,
18.01.2020 02:00,5.5,756.6,769.5,-0.7,81,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,6.8,,,2500 or more  or no clouds.,,,14.0,2.5,No precipitation,12,,,,
17.01.2020 23:00,6.0,757.3,770.2,,77,Wind blowing from the north-northeast,1,,5,, ,,,5.8,6.8,,,,,,15.0,2.3,No precipitation,6,,,,
17.01.2020 20:00,6.2,757.1,770.0,0.5,75,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,6.8,,,1500-2000,,,15.0,2.1,No precipitation,12,,,,
17.01.2020 17:00,6.6,756.6,769.5,,75,Calm  no wind,0,,,100%., ,,,5.8,7.3,,,1500-2000,,,19.0,2.5,No precipitation,6,,,,
17.01.2020 14:00,6.6,756.6,769.5,-1.9,73,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,7.8,,,2500 or more  or no clouds.,,,19.0,2.1,0.1,12,,,,
17.01.2020 11:00,6.7,758.5,771.4,,73,Wind blowing from the north-northeast,2,,4,100%., ,,,5.8,8.0,,,1500-2000,,,19.0,2.2,No precipitation,6,,,,
17.01.2020 08:00,5.8,758.3,771.2,1.3,82,Wind blowing from the north-east,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,8.0,,,2500 or more  or no clouds.,,,19.0,3.0,0.7,12,,,,
17.01.2020 05:00,5.9,757.0,769.9,,87,Wind blowing from the north,1,,,, ,,,,,,,,,,19.0,3.9,,,,,,
17.01.2020 02:00,6.0,757.7,770.6,0.2,90,Wind blowing from the north-northwest,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,9.3,,,2500 or more  or no clouds.,,,15.0,4.5,2.0,12,,,,
16.01.2020 23:00,6.5,757.5,770.4,,88,Wind blowing from the north-northwest,1,,6,, ,,,6.5,10.6,,,,,,21.0,4.7,0.4,6,,,,
16.01.2020 20:00,6.6,756.8,769.7,1.1,87,Wind blowing from the north-east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,,,,1500-2000,,,13.0,4.6,1.0,12,,,,
16.01.2020 17:00,7.3,755.7,768.5,,90,Wind blowing from the north,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,1500-2000,,,15.0,5.8,1.0,6,,,,
16.01.2020 14:00,7.8,755.0,767.8,-1.1,91,Wind blowing from the east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1500-2000,,,13.0,6.4,0.3,12,,,,
16.01.2020 11:00,8.0,756.1,768.9,,82,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1500-2000,,,19.0,5.1,No precipitation,6,,,,
16.01.2020 08:00,7.7,755.1,767.8,1.7,83,Wind blowing from the north-west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,17.4,,,1500-2000,,,22.0,5.0,No precipitation,12,,,,
16.01.2020 05:00,8.2,753.4,766.0,,84,Wind blowing from the north-northwest,2,,5,, ,,,7.2,17.4,,,,,,17.0,5.7,No precipitation,6,,,,
16.01.2020 02:00,9.3,753.1,765.6,0.3,82,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,17.4,,,2500 or more  or no clouds.,,,15.0,6.4,No precipitation,12,,,,
15.01.2020 23:00,10.6,752.8,765.4,,80,Wind blowing from the north-northwest,2,,5,, ,,,6.7,17.4,,,,,,11.0,7.3,No precipitation,6,,,,
15.01.2020 20:00,13.4,751.2,763.8,1.3,80,Wind blowing from the west-southwest,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,17.4,,,1500-2000,,,10.0,10.0,No precipitation,12,,,,
15.01.2020 17:00,16.8,749.9,762.4,,61,Wind blowing from the east,1,,,50%., ,,,,,,,1500-2000,,,10.0,9.2,,,,,,
15.01.2020 14:00,15.7,751.0,763.6,-2.9,63,Wind blowing from the north,1,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,15.7,,,1500-2000,,,10.0,8.7,No precipitation,12,,,,
15.01.2020 11:00,9.9,753.9,766.6,,79,Wind blowing from the south-southwest,1,,,100%., ,,,,,,,1500-2000,,,8.0,6.4,,,,,,
15.01.2020 08:00,7.7,754.4,767.2,1.2,90,Wind blowing from the west,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.9,,,1500-2000,,,7.0,6.2,1.0,12,,,,
15.01.2020 05:00,7.2,753.2,766.0,,90,Wind blowing from the east,1,,,,Mist. ,,,6.7,8.9,,,,,,7.0,5.7,1.0,6,,,,
15.01.2020 02:00,6.8,754.4,767.2,-0.6,89,Wind blowing from the north-west,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.9,,,2500 or more  or no clouds.,,,8.0,5.1,1.0,12,,,,
14.01.2020 23:00,6.9,755.0,767.8,,88,Wind blowing from the north-west,1,,6,,Rain (not freezing) not falling as shower(s). ,,,6.8,10.0,,,,,,7.0,5.1,0.2,6,,,,
14.01.2020 20:00,7.3,755.6,768.4,0.3,84,Wind blowing from the west-northwest,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,2500 or more  or no clouds.,,,9.0,4.8,Trace of precipitation,12,,,,
14.01.2020 17:00,8.0,755.3,768.1,,82,Wind blowing from the north,2,,6,100%., ,,,7.9,,,,1500-2000,,,11.0,5.1,No precipitation,6,,,,
14.01.2020 14:00,8.5,754.7,767.5,-2.3,78,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,1500-2000,,,12.0,4.9,Trace of precipitation,12,,,,
14.01.2020 11:00,8.2,757.0,769.8,,83,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,,,,1500-2000,,,10.0,5.5,No precipitation,6,,,,
14.01.2020 08:00,8.2,756.0,768.7,1.6,82,Wind blowing from the east-northeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,,,,2500 or more  or no clouds.,,,12.0,5.3,No precipitation,12,,,,
14.01.2020 05:00,8.3,754.4,767.1,,79,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,15.0,4.9,,,,,,
14.01.2020 02:00,8.6,754.6,767.2,0.3,78,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.0,,,2500 or more  or no clouds.,,,15.0,5.0,No precipitation,12,,,,
13.01.2020 23:00,10.0,754.3,766.9,,71,Wind blowing from the east,2,,6,, ,,,7.1,15.0,,,,,,16.0,5.0,No precipitation,6,,,,
13.01.2020 20:00,10.3,753.2,766.0,1.6,69,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.0,,,2500 or more  or no clouds.,,,14.0,4.9,No precipitation,12,,,,
13.01.2020 17:00,13.3,751.6,764.2,,57,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,,,,,,,,15.0,5.0,,,,,,
13.01.2020 14:00,12.9,752.2,764.8,-1.8,52,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,13.0,,,2500 or more  or no clouds.,,,13.0,3.3,No precipitation,12,,,,
13.01.2020 11:00,9.3,754.0,766.7,,64,Wind blowing from the south,1,,3,100%., ,,,7.1,9.5,,,1500-2000,,,14.0,2.8,No precipitation,6,,,,
13.01.2020 08:00,7.3,754.0,766.8,0.3,72,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.3,,,1500-2000,,,14.0,2.6,No precipitation,12,,,,
13.01.2020 05:00,7.3,753.7,766.4,,75,Wind blowing from the west,1,,,, ,,,,,,,,,,13.0,3.2,,,,,,
13.01.2020 02:00,7.2,754.1,766.9,-0.5,74,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.3,,,2500 or more  or no clouds.,,,16.0,2.9,No precipitation,12,,,,
12.01.2020 23:00,7.4,754.6,767.5,,72,Wind blowing from the north,1,,5,, ,,,6.4,8.3,,,,,,16.0,2.7,No precipitation,6,,,,
12.01.2020 20:00,7.8,754.0,766.8,0.6,70,Wind blowing from the north-northwest,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.3,,,1500-2000,,,18.0,2.7,No precipitation,12,,,,
12.01.2020 17:00,8.2,753.4,766.2,,67,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,1500-2000,,,18.0,2.4,,,,,,
12.01.2020 14:00,7.9,753.5,766.3,-2.8,70,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.1,,,1500-2000,,,18.0,2.8,No precipitation,12,,,,
12.01.2020 11:00,7.5,756.3,769.1,,74,Wind blowing from the north,2,,,100%., ,,,,,,,1500-2000,,,18.0,3.2,,,,,,
12.01.2020 08:00,6.5,756.4,769.3,0.9,81,Wind blowing from the north-west,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,8.5,,,1500-2000,,,17.0,3.5,Trace of precipitation,12,,,,
12.01.2020 05:00,6.6,755.5,768.4,,81,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,18.0,3.6,,,,,,
12.01.2020 02:00,6.9,755.6,768.4,-0.1,82,Wind blowing from the north-northwest,3,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.0,,,2500 or more  or no clouds.,,,19.0,4.0,0.1,12,,,,
11.01.2020 23:00,7.2,755.7,768.5,,82,Wind blowing from the north-northwest,2,,6,, ,,,7.2,,,,,,,22.0,4.3,No precipitation,6,,,,
11.01.2020 20:00,7.7,755.2,768.1,1.3,85,Wind blowing from the north,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,1500-2000,,,22.0,5.3,0.1,12,,,,
11.01.2020 17:00,7.6,753.9,766.6,,87,Wind blowing from the north-east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,,,,,,,21.0,5.6,0.1,6,,,,
11.01.2020 14:00,7.7,753.7,766.4,-1.4,82,Wind blowing from the north,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,,,,1500-2000,,,19.0,4.8,Trace of precipitation,12,,,,
11.01.2020 11:00,8.4,755.1,767.8,,78,Wind blowing from the north,2,,6,, ,,,7.8,,,,,,,18.0,4.8,No precipitation,6,,,,
11.01.2020 08:00,8.1,754.2,766.9,1.7,81,Wind blowing from the north,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.2,,,1500-2000,,,16.0,5.0,No precipitation,12,,,,
11.01.2020 05:00,8.4,752.5,765.1,,79,Wind blowing from the north-northwest,2,,7,, ,,,8.3,17.2,,,,,,11.0,5.0,No precipitation,6,,,,
